,year,metrodiv_title,county_name,CoC_Code,coc_name,Pop_Type,Pop_Size
2672,2010,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_th_homeless,378
2673,2011,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_th_homeless,367
2674,2012,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_th_homeless,413
2675,2013,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_th_homeless,257
2676,2014,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_th_homeless,257
2677,2015,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_th_homeless,230
2678,2016,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_th_homeless,166
2679,2017,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_th_homeless,194
2680,2018,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_th_homeless,145
2681,2009,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_th_homeless,336
2682,2010,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_th_homeless,336
2683,2011,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_th_homeless,288
2684,2012,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_th_homeless,295
2685,2013,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_th_homeless,317
2686,2014,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_th_homeless,293
2687,2015,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_th_homeless,254
2688,2016,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_th_homeless,207
2689,2017,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_th_homeless,183
2690,2018,"San Rafael, CA",Marin County,CA-507,Marin County CoC,sheltered_th_homeless,150
2691,2009,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_th_homeless,591
2692,2010,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_th_homeless,494
2693,2011,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_th_homeless,602
2694,2012,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_th_homeless,527
2695,2013,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_th_homeless,456
2696,2014,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_th_homeless,454
2697,2015,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_th_homeless,419
2698,2016,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_th_homeless,420
2699,2017,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_th_homeless,405
2700,2018,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,sheltered_th_homeless,343
2701,2009,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_th_homeless,8257
2702,2010,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_th_homeless,8257
2703,2011,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_th_homeless,6982
2704,2012,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_th_homeless,6618
2705,2013,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_th_homeless,6445
2706,2014,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_th_homeless,5568
2707,2015,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_th_homeless,5322
2708,2016,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_th_homeless,5048
2709,2017,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_th_homeless,5122
2710,2018,Los Angeles-Long Beach-Glendale,Los Angeles County,CA-600,Los Angeles City & County CoC,sheltered_th_homeless,3522
2711,2009,"Anaheim-Santa Ana-Irvine, CA",Orange County,CA-602,"Santa Ana, Anaheim/Orange County CoC",sheltered_th_homeless,1647
2712,2010,"Anaheim-Santa Ana-Irvine, CA",Orange County,CA-602,"Santa Ana, Anaheim/Orange County CoC",sheltered_th_homeless,1647
2713,2011,"Anaheim-Santa Ana-Irvine, CA",Orange County,CA-602,"Santa Ana, Anaheim/Orange County CoC",sheltered_th_homeless,1726
2714,2012,"Anaheim-Santa Ana-Irvine, CA",Orange County,CA-602,"Santa Ana, Anaheim/Orange County CoC",sheltered_th_homeless,1584
2715,2013,"Anaheim-Santa Ana-Irvine, CA",Orange County,CA-602,"Santa Ana, Anaheim/Orange County CoC",sheltered_th_homeless,1428
2716,2014,"Anaheim-Santa Ana-Irvine, CA",Orange County,CA-602,"Santa Ana, Anaheim/Orange County CoC",sheltered_th_homeless,1304
2717,2015,"Anaheim-Santa Ana-Irvine, CA",Orange County,CA-602,"Santa Ana, Anaheim/Orange County CoC",sheltered_th_homeless,1326
2718,2016,"Anaheim-Santa Ana-Irvine, CA",Orange County,CA-602,"Santa Ana, Anaheim/Orange County CoC",sheltered_th_homeless,1175
2719,2017,"Anaheim-Santa Ana-Irvine, CA",Orange County,CA-602,"Santa Ana, Anaheim/Orange County CoC",sheltered_th_homeless,960
2720,2018,"Anaheim-Santa Ana-Irvine, CA",Orange County,CA-602,"Santa Ana, Anaheim/Orange County CoC",sheltered_th_homeless,936
2721,2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,DC-500,District of Columbia CoC,sheltered_th_homeless,2592
2722,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,DC-500,District of Columbia CoC,sheltered_th_homeless,2512
2723,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,DC-500,District of Columbia CoC,sheltered_th_homeless,2600
2724,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,DC-500,District of Columbia CoC,sheltered_th_homeless,2503
2725,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,DC-500,District of Columbia CoC,sheltered_th_homeless,2343
2726,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,DC-500,District of Columbia CoC,sheltered_th_homeless,1598
2727,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,DC-500,District of Columbia CoC,sheltered_th_homeless,1669
2728,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,DC-500,District of Columbia CoC,sheltered_th_homeless,1773
2729,2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,DC-500,District of Columbia CoC,sheltered_th_homeless,1213
2730,2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,DC-500,District of Columbia CoC,sheltered_th_homeless,1209
2731,2009,"Miami-Miami Beach-Kendall, FL",Miami-Dade County,FL-600,Miami-Dade County CoC,sheltered_th_homeless,1742
2732,2010,"Miami-Miami Beach-Kendall, FL",Miami-Dade County,FL-600,Miami-Dade County CoC,sheltered_th_homeless,1616
2733,2011,"Miami-Miami Beach-Kendall, FL",Miami-Dade County,FL-600,Miami-Dade County CoC,sheltered_th_homeless,1668
2734,2012,"Miami-Miami Beach-Kendall, FL",Miami-Dade County,FL-600,Miami-Dade County CoC,sheltered_th_homeless,1368
2735,2013,"Miami-Miami Beach-Kendall, FL",Miami-Dade County,FL-600,Miami-Dade County CoC,sheltered_th_homeless,1466
2736,2014,"Miami-Miami Beach-Kendall, FL",Miami-Dade County,FL-600,Miami-Dade County CoC,sheltered_th_homeless,1325
2737,2015,"Miami-Miami Beach-Kendall, FL",Miami-Dade County,FL-600,Miami-Dade County CoC,sheltered_th_homeless,1450
2738,2016,"Miami-Miami Beach-Kendall, FL",Miami-Dade County,FL-600,Miami-Dade County CoC,sheltered_th_homeless,1266
2739,2017,"Miami-Miami Beach-Kendall, FL",Miami-Dade County,FL-600,Miami-Dade County CoC,sheltered_th_homeless,755
2740,2018,"Miami-Miami Beach-Kendall, FL",Miami-Dade County,FL-600,Miami-Dade County CoC,sheltered_th_homeless,594
2741,2009,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,sheltered_th_homeless,1541
2742,2010,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,sheltered_th_homeless,1541
2743,2011,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,sheltered_th_homeless,1493
2744,2012,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,sheltered_th_homeless,1108
2745,2013,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,sheltered_th_homeless,1168
2746,2014,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,sheltered_th_homeless,935
2747,2015,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,sheltered_th_homeless,888
2748,2016,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,sheltered_th_homeless,673
2749,2017,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,sheltered_th_homeless,572
2750,2018,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,sheltered_th_homeless,532
2751,2009,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,sheltered_th_homeless,295
2752,2010,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,sheltered_th_homeless,295
2753,2011,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,sheltered_th_homeless,354
2754,2012,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,sheltered_th_homeless,353
2755,2013,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,sheltered_th_homeless,337
2756,2014,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,sheltered_th_homeless,333
2757,2015,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,sheltered_th_homeless,275
2758,2016,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,sheltered_th_homeless,180
2759,2017,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,sheltered_th_homeless,179
2760,2018,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,sheltered_th_homeless,107
2761,2009,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,sheltered_th_homeless,122
2762,2010,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,sheltered_th_homeless,123
2763,2011,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,sheltered_th_homeless,122
2764,2012,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,sheltered_th_homeless,133
2765,2013,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,sheltered_th_homeless,117
2766,2014,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,sheltered_th_homeless,85
2767,2015,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,sheltered_th_homeless,85
2768,2016,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,sheltered_th_homeless,102
2769,2017,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,sheltered_th_homeless,103
2770,2018,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,sheltered_th_homeless,87
2771,2009,"Lake County-Kenosha County, IL-WI",Lake County,IL-502,"Waukegan, North Chicago/Lake County CoC",sheltered_th_homeless,191
2772,2010,"Lake County-Kenosha County, IL-WI",Lake County,IL-502,"Waukegan, North Chicago/Lake County CoC",sheltered_th_homeless,221
2773,2011,"Lake County-Kenosha County, IL-WI",Lake County,IL-502,"Waukegan, North Chicago/Lake County CoC",sheltered_th_homeless,128
2774,2012,"Lake County-Kenosha County, IL-WI",Lake County,IL-502,"Waukegan, North Chicago/Lake County CoC",sheltered_th_homeless,104
2775,2013,"Lake County-Kenosha County, IL-WI",Lake County,IL-502,"Waukegan, North Chicago/Lake County CoC",sheltered_th_homeless,150
2776,2014,"Lake County-Kenosha County, IL-WI",Lake County,IL-502,"Waukegan, North Chicago/Lake County CoC",sheltered_th_homeless,176
2777,2015,"Lake County-Kenosha County, IL-WI",Lake County,IL-502,"Waukegan, North Chicago/Lake County CoC",sheltered_th_homeless,166
2778,2016,"Lake County-Kenosha County, IL-WI",Lake County,IL-502,"Waukegan, North Chicago/Lake County CoC",sheltered_th_homeless,121
2779,2017,"Lake County-Kenosha County, IL-WI",Lake County,IL-502,"Waukegan, North Chicago/Lake County CoC",sheltered_th_homeless,76
2780,2018,"Lake County-Kenosha County, IL-WI",Lake County,IL-502,"Waukegan, North Chicago/Lake County CoC",sheltered_th_homeless,88
2781,2009,Chicago-Naperville-Evanston,Will County,IL-506,"Joliet, Bolingbrook/Will County CoC",sheltered_th_homeless,196
2782,2010,Chicago-Naperville-Evanston,Will County,IL-506,"Joliet, Bolingbrook/Will County CoC",sheltered_th_homeless,223
2783,2011,Chicago-Naperville-Evanston,Will County,IL-506,"Joliet, Bolingbrook/Will County CoC",sheltered_th_homeless,190
2784,2012,Chicago-Naperville-Evanston,Will County,IL-506,"Joliet, Bolingbrook/Will County CoC",sheltered_th_homeless,147
2785,2013,Chicago-Naperville-Evanston,Will County,IL-506,"Joliet, Bolingbrook/Will County CoC",sheltered_th_homeless,129
2786,2014,Chicago-Naperville-Evanston,Will County,IL-506,"Joliet, Bolingbrook/Will County CoC",sheltered_th_homeless,129
2787,2015,Chicago-Naperville-Evanston,Will County,IL-506,"Joliet, Bolingbrook/Will County CoC",sheltered_th_homeless,124
2788,2016,Chicago-Naperville-Evanston,Will County,IL-506,"Joliet, Bolingbrook/Will County CoC",sheltered_th_homeless,82
2789,2017,Chicago-Naperville-Evanston,Will County,IL-506,"Joliet, Bolingbrook/Will County CoC",sheltered_th_homeless,108
2790,2018,Chicago-Naperville-Evanston,Will County,IL-506,"Joliet, Bolingbrook/Will County CoC",sheltered_th_homeless,131
2791,2009,Elgin,DeKalb County,IL-509,Dekalb City & County CoC,sheltered_th_homeless,54
2792,2010,Elgin,DeKalb County,IL-509,Dekalb City & County CoC,sheltered_th_homeless,56
2793,2011,Elgin,DeKalb County,IL-509,Dekalb City & County CoC,sheltered_th_homeless,78
2794,2012,Elgin,DeKalb County,IL-509,Dekalb City & County CoC,sheltered_th_homeless,47
2795,2013,Elgin,DeKalb County,IL-509,Dekalb City & County CoC,sheltered_th_homeless,47
2796,2014,Elgin,DeKalb County,IL-509,Dekalb City & County CoC,sheltered_th_homeless,47
2797,2015,Elgin,DeKalb County,IL-509,Dekalb City & County CoC,sheltered_th_homeless,14
2798,2016,Elgin,DeKalb County,IL-509,Dekalb City & County CoC,sheltered_th_homeless,15
2799,2017,Elgin,DeKalb County,IL-509,Dekalb City & County CoC,sheltered_th_homeless,15
2800,2018,Elgin,DeKalb County,IL-509,Dekalb City & County CoC,sheltered_th_homeless,22
2801,2009,Chicago-Naperville-Evanston,Cook County,IL-511,Cook County CoC,sheltered_th_homeless,676
2802,2010,Chicago-Naperville-Evanston,Cook County,IL-511,Cook County CoC,sheltered_th_homeless,662
2803,2011,Chicago-Naperville-Evanston,Cook County,IL-511,Cook County CoC,sheltered_th_homeless,596
2804,2012,Chicago-Naperville-Evanston,Cook County,IL-511,Cook County CoC,sheltered_th_homeless,564
2805,2013,Chicago-Naperville-Evanston,Cook County,IL-511,Cook County CoC,sheltered_th_homeless,570
2806,2014,Chicago-Naperville-Evanston,Cook County,IL-511,Cook County CoC,sheltered_th_homeless,549
2807,2015,Chicago-Naperville-Evanston,Cook County,IL-511,Cook County CoC,sheltered_th_homeless,356
2808,2016,Chicago-Naperville-Evanston,Cook County,IL-511,Cook County CoC,sheltered_th_homeless,370
2809,2017,Chicago-Naperville-Evanston,Cook County,IL-511,Cook County CoC,sheltered_th_homeless,222
2810,2018,Chicago-Naperville-Evanston,Cook County,IL-511,Cook County CoC,sheltered_th_homeless,246
2811,2009,Chicago-Naperville-Evanston,DuPage County,IL-514,DuPage County CoC,sheltered_th_homeless,403
2812,2010,Chicago-Naperville-Evanston,DuPage County,IL-514,DuPage County CoC,sheltered_th_homeless,419
2813,2011,Chicago-Naperville-Evanston,DuPage County,IL-514,DuPage County CoC,sheltered_th_homeless,422
2814,2012,Chicago-Naperville-Evanston,DuPage County,IL-514,DuPage County CoC,sheltered_th_homeless,440
2815,2013,Chicago-Naperville-Evanston,DuPage County,IL-514,DuPage County CoC,sheltered_th_homeless,421
2816,2014,Chicago-Naperville-Evanston,DuPage County,IL-514,DuPage County CoC,sheltered_th_homeless,409
2817,2015,Chicago-Naperville-Evanston,DuPage County,IL-514,DuPage County CoC,sheltered_th_homeless,438
2818,2016,Chicago-Naperville-Evanston,DuPage County,IL-514,DuPage County CoC,sheltered_th_homeless,350
2819,2017,Chicago-Naperville-Evanston,DuPage County,IL-514,DuPage County CoC,sheltered_th_homeless,121
2820,2018,Chicago-Naperville-Evanston,DuPage County,IL-514,DuPage County CoC,sheltered_th_homeless,107
2821,2009,Elgin,Kane County,IL-517,"Aurora, Elgin/Kane County CoC",sheltered_th_homeless,123
2822,2010,Elgin,Kane County,IL-517,"Aurora, Elgin/Kane County CoC",sheltered_th_homeless,123
2823,2011,Elgin,Kane County,IL-517,"Aurora, Elgin/Kane County CoC",sheltered_th_homeless,121
2824,2012,Elgin,Kane County,IL-517,"Aurora, Elgin/Kane County CoC",sheltered_th_homeless,130
2825,2013,Elgin,Kane County,IL-517,"Aurora, Elgin/Kane County CoC",sheltered_th_homeless,120
2826,2014,Elgin,Kane County,IL-517,"Aurora, Elgin/Kane County CoC",sheltered_th_homeless,81
2827,2015,Elgin,Kane County,IL-517,"Aurora, Elgin/Kane County CoC",sheltered_th_homeless,70
2828,2016,Elgin,Kane County,IL-517,"Aurora, Elgin/Kane County CoC",sheltered_th_homeless,55
2829,2017,Elgin,Kane County,IL-517,"Aurora, Elgin/Kane County CoC",sheltered_th_homeless,67
2830,2018,Elgin,Kane County,IL-517,"Aurora, Elgin/Kane County CoC",sheltered_th_homeless,68
2831,2009,Boston,Suffolk County,MA-500,Boston CoC,sheltered_th_homeless,1564
2832,2010,Boston,Suffolk County,MA-500,Boston CoC,sheltered_th_homeless,1250
2833,2011,Boston,Suffolk County,MA-500,Boston CoC,sheltered_th_homeless,1390
2834,2012,Boston,Suffolk County,MA-500,Boston CoC,sheltered_th_homeless,1278
2835,2013,Boston,Suffolk County,MA-500,Boston CoC,sheltered_th_homeless,1338
2836,2014,Boston,Suffolk County,MA-500,Boston CoC,sheltered_th_homeless,1108
2837,2015,Boston,Suffolk County,MA-500,Boston CoC,sheltered_th_homeless,1006
2838,2016,Boston,Suffolk County,MA-500,Boston CoC,sheltered_th_homeless,900
