,year,metrodiv_title,county_name,CoC_Code,coc_name,Pop_Type,Pop_Size
2465,2013,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_sh_homeless,0
2466,2014,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_sh_homeless,0
2467,2015,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_sh_homeless,0
2468,2016,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_sh_homeless,0
2469,2017,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_sh_homeless,0
2470,2018,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_sh_homeless,0
2471,2009,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_sh_homeless,0
2472,2010,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_sh_homeless,0
2473,2011,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_sh_homeless,0
2474,2012,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_sh_homeless,0
2475,2013,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_sh_homeless,0
2476,2014,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_sh_homeless,0
2477,2015,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_sh_homeless,3
2478,2016,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_sh_homeless,0
2479,2017,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_sh_homeless,0
2480,2018,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_sh_homeless,0
2481,2009,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_sh_homeless,0
2482,2010,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_sh_homeless,109
2483,2011,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_sh_homeless,103
2484,2012,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_sh_homeless,137
2485,2013,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_sh_homeless,126
2486,2014,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_sh_homeless,141
2487,2015,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_sh_homeless,138
2488,2016,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_sh_homeless,136
2489,2017,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_sh_homeless,37
2490,2018,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_sh_homeless,36
2491,2009,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_sh_homeless,0
2492,2010,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_sh_homeless,0
2493,2011,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_sh_homeless,0
2494,2012,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_sh_homeless,0
2495,2013,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_sh_homeless,0
2496,2014,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_sh_homeless,0
2497,2015,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_sh_homeless,0
2498,2016,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_sh_homeless,0
2499,2017,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_sh_homeless,0
2500,2018,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_sh_homeless,0
2501,2009,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_sh_homeless,0
2502,2010,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_sh_homeless,0
2503,2011,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_sh_homeless,0
2504,2012,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_sh_homeless,0
2505,2013,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_sh_homeless,0
2506,2014,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_sh_homeless,0
2507,2015,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_sh_homeless,0
2508,2016,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_sh_homeless,0
2509,2017,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_sh_homeless,0
2510,2018,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_sh_homeless,0
2511,2009,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_sh_homeless,0
2512,2010,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_sh_homeless,0
2513,2011,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_sh_homeless,0
2514,2012,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_sh_homeless,0
2515,2013,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_sh_homeless,0
2516,2014,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_sh_homeless,0
2517,2015,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_sh_homeless,0
2518,2016,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_sh_homeless,0
2519,2017,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_sh_homeless,0
2520,2018,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_sh_homeless,0
2521,2009,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_sh_homeless,0
2522,2010,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_sh_homeless,0
2523,2011,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_sh_homeless,0
2524,2012,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_sh_homeless,0
2525,2013,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_sh_homeless,0
2526,2014,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_sh_homeless,0
2527,2015,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_sh_homeless,0
2528,2016,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_sh_homeless,0
2529,2017,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_sh_homeless,0
2530,2018,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_sh_homeless,0
2531,2009,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_sh_homeless,0
2532,2010,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_sh_homeless,72
2533,2011,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_sh_homeless,66
2534,2012,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_sh_homeless,66
2535,2013,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_sh_homeless,99
2536,2014,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_sh_homeless,113
2537,2015,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_sh_homeless,109
2538,2016,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_sh_homeless,77
2539,2017,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_sh_homeless,84
2540,2018,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_sh_homeless,235
2541,2009,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_sh_homeless,0
2542,2010,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_sh_homeless,43
2543,2011,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_sh_homeless,38
2544,2012,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_sh_homeless,25
2545,2013,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_sh_homeless,23
2546,2014,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_sh_homeless,24
2547,2015,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_sh_homeless,23
2548,2016,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_sh_homeless,23
2549,2017,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_sh_homeless,19
2550,2018,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_sh_homeless,23
2551,2009,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_sh_homeless,0
2552,2010,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_sh_homeless,0
2553,2011,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_sh_homeless,20
2554,2012,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_sh_homeless,21
2555,2013,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_sh_homeless,18
2556,2014,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_sh_homeless,20
2557,2015,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_sh_homeless,20
2558,2016,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_sh_homeless,20
2559,2017,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_sh_homeless,20
2560,2018,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_sh_homeless,20
2561,2009,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_sh_homeless,0
2562,2010,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_sh_homeless,0
2563,2011,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_sh_homeless,0
2564,2012,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_sh_homeless,0
2565,2013,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_sh_homeless,0
2566,2014,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_sh_homeless,0
2567,2015,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_sh_homeless,0
2568,2016,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_sh_homeless,0
2569,2017,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_sh_homeless,0
2570,2018,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_sh_homeless,5
2571,2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_sh_homeless,0
2572,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_sh_homeless,4
2573,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_sh_homeless,4
2574,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_sh_homeless,3
2575,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_sh_homeless,3
2576,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_sh_homeless,6
2577,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_sh_homeless,6
2578,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_sh_homeless,6
2579,2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_sh_homeless,6
2580,2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_sh_homeless,0
2581,2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_sh_homeless,0
2582,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_sh_homeless,8
2583,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_sh_homeless,8
2584,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_sh_homeless,8
2585,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_sh_homeless,8
2586,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_sh_homeless,8
2587,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_sh_homeless,0
2588,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_sh_homeless,0
2589,2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_sh_homeless,0
2590,2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_sh_homeless,0
2591,2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_sh_homeless,0
2592,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_sh_homeless,0
2593,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_sh_homeless,0
2594,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_sh_homeless,0
2595,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_sh_homeless,0
2596,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_sh_homeless,0
2597,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_sh_homeless,0
2598,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_sh_homeless,0
2599,2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_sh_homeless,0
2600,2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_sh_homeless,0
2601,2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_sh_homeless,0
2602,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_sh_homeless,0
2603,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_sh_homeless,0
2604,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_sh_homeless,0
2605,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_sh_homeless,0
2606,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_sh_homeless,0
2607,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_sh_homeless,0
2608,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_sh_homeless,0
2609,2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_sh_homeless,0
2610,2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_sh_homeless,0
2611,2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_sh_homeless,0
2612,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_sh_homeless,0
2613,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_sh_homeless,12
2614,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_sh_homeless,12
2615,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_sh_homeless,12
2616,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_sh_homeless,10
2617,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_sh_homeless,9
2618,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_sh_homeless,12
2619,2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_sh_homeless,11
2620,2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_sh_homeless,12
2621,2009,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_sh_homeless,0
2622,2010,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_sh_homeless,44
2623,2011,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_sh_homeless,42
2624,2012,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_sh_homeless,45
2625,2013,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_sh_homeless,44
2626,2014,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_sh_homeless,42
2627,2015,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_sh_homeless,44
2628,2016,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_sh_homeless,42
2629,2017,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_sh_homeless,43
2630,2018,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_sh_homeless,41
2631,2009,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_sh_homeless,0
2632,2010,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_sh_homeless,0
2633,2011,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_sh_homeless,0
2634,2012,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_sh_homeless,0
2635,2013,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_sh_homeless,0
2636,2014,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_sh_homeless,0
2637,2015,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_sh_homeless,0
2638,2016,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_sh_homeless,0
2639,2017,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_sh_homeless,0
2640,2018,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_sh_homeless,0
2641,2009,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_sh_homeless,0
2642,2010,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_sh_homeless,0
2643,2011,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_sh_homeless,0
2644,2012,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_sh_homeless,0
2645,2013,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_sh_homeless,0
2646,2014,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_sh_homeless,0
2647,2015,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_sh_homeless,0
2648,2016,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_sh_homeless,0
2649,2017,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_sh_homeless,0
2650,2018,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_sh_homeless,0
2651,2009,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_th_homeless,825
2652,2010,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_th_homeless,825
2653,2011,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_th_homeless,595
2654,2012,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_th_homeless,742
2655,2013,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_th_homeless,720
2656,2014,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_th_homeless,517
2657,2015,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_th_homeless,420
2658,2016,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_th_homeless,425
2659,2017,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_th_homeless,434
2660,2018,"San Francisco-San Mateo-Redwood City, CA",San Francisco County,CA-501,San Francisco CoC,sheltered_th_homeless,474
2661,2009,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_th_homeless,1274
2662,2010,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_th_homeless,1274
2663,2011,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_th_homeless,1114
2664,2012,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_th_homeless,1179
2665,2013,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_th_homeless,1013
2666,2014,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_th_homeless,1040
2667,2015,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_th_homeless,849
2668,2016,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_th_homeless,856
2669,2017,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_th_homeless,744
2670,2018,"Oakland-Berkeley-Livermore, CA",Alameda County,CA-502,"Oakland, Berkeley/Alameda County CoC",sheltered_th_homeless,660
2671,2009,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,sheltered_th_homeless,378
